endpoint,cab_mode,features,claim_strength,N,endpoint_positive_N,unsupported_reuse_rate,absolute_reduction_vs_ClinVar_pp,relative_reduction_vs_ClinVar_percent,overrestriction_rate,direct_use_allowed_rate,true_portable_allowed_rate,false_restriction_rate,direct_use_precision,direct_use_recall,nonportability_recall,portability_specificity,F1_nonportability,balanced_accuracy,Brier_like_routing_loss,source_section,metric,estimate,ci95_low,ci95_high,bootstrap_replicates,stratification,endpoint_class_balance_note
conservative_composite_routing,CAB-Balanced,full CAB routing configuration,balanced_operational_stress_test_mode,26725,22900,0.1299906454630496,72.68849391955098,84.8296943231441,0.0,0.2731150608044901,1.0,0.0,0.5240443896424167,1.0,0.848296943231441,1.0,0.9179227897746066,0.9241484716157204,0.1299906454630496,metrics,,,,,,,
temporal_condition_label_drift,ClinVar-label-only,,,,,,,,,,,,,,,,,,,bootstrap,unsupported_reuse_rate,0.3693214593077643,0.3633302151543499,0.3748578110383536,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
temporal_condition_label_drift,ClinVar-label-only,,,,,,,,,,,,,,,,,,,bootstrap,overrestriction_rate,0.0,0.0,0.0,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
temporal_condition_label_drift,ClinVar-label-only,,,,,,,,,,,,,,,,,,,bootstrap,direct_use_allowed_rate,1.0,1.0,1.0,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
temporal_condition_label_drift,ClinVar-label-only,,,,,,,,,,,,,,,,,,,bootstrap,true_portable_allowed_rate,1.0,1.0,1.0,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
temporal_condition_label_drift,ClinVar-label-only,,,,,,,,,,,,,,,,,,,bootstrap,absolute_reduction_vs_ClinVar_pp,0.0,0.0,0.0,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
temporal_condition_label_drift,ClinVar-label-only,,,,,,,,,,,,,,,,,,,bootstrap,relative_reduction_vs_ClinVar_percent,0.0,0.0,0.0,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
temporal_condition_label_drift,metadata-only,,,,,,,,,,,,,,,,,,,bootstrap,unsupported_reuse_rate,0.3692288493919551,0.3631796071094481,0.3747811038353602,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
temporal_condition_label_drift,metadata-only,,,,,,,,,,,,,,,,,,,bootstrap,overrestriction_rate,0.0,0.0,0.0,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
temporal_condition_label_drift,metadata-only,,,,,,,,,,,,,,,,,,,bootstrap,direct_use_allowed_rate,1.0,1.0,1.0,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
temporal_condition_label_drift,metadata-only,,,,,,,,,,,,,,,,,,,bootstrap,true_portable_allowed_rate,1.0,1.0,1.0,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
temporal_condition_label_drift,metadata-only,,,,,,,,,,,,,,,,,,,bootstrap,absolute_reduction_vs_ClinVar_pp,0.0,0.0,0.0,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
temporal_condition_label_drift,metadata-only,,,,,,,,,,,,,,,,,,,bootstrap,relative_reduction_vs_ClinVar_percent,0.0,0.0,0.0,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
temporal_condition_label_drift,gene-only,,,,,,,,,,,,,,,,,,,bootstrap,unsupported_reuse_rate,0.0759054443405051,0.0730028063610851,0.0788400374181478,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
temporal_condition_label_drift,gene-only,,,,,,,,,,,,,,,,,,,bootstrap,overrestriction_rate,0.4768327408793265,0.4718054256314312,0.4820982226379794,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
temporal_condition_label_drift,gene-only,,,,,,,,,,,,,,,,,,,bootstrap,direct_use_allowed_rate,0.229810739008419,0.2266791393826005,0.2330776426566884,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
temporal_condition_label_drift,gene-only,,,,,,,,,,,,,,,,,,,bootstrap,true_portable_allowed_rate,0.2440080062119354,0.2389043326298136,0.249140006028016,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
temporal_condition_label_drift,gene-only,,,,,,,,,,,,,,,,,,,bootstrap,absolute_reduction_vs_ClinVar_pp,29.335652011225445,28.815622076707204,29.84097287184284,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
temporal_condition_label_drift,gene-only,,,,,,,,,,,,,,,,,,,bootstrap,relative_reduction_vs_ClinVar_percent,79.44404671780516,78.73189970067796,80.13218754842599,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
temporal_condition_label_drift,regime-only,,,,,,,,,,,,,,,,,,,bootstrap,unsupported_reuse_rate,0.0608226005612722,0.0579953227315247,0.0636492048643592,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
temporal_condition_label_drift,regime-only,,,,,,,,,,,,,,,,,,,bootstrap,overrestriction_rate,0.4799585406922357,0.474200187090739,0.4855023386342376,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
temporal_condition_label_drift,regime-only,,,,,,,,,,,,,,,,,,,bootstrap,direct_use_allowed_rate,0.2115017399438727,0.2071066417212348,0.2159803554724041,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
temporal_condition_label_drift,regime-only,,,,,,,,,,,,,,,,,,,bootstrap,true_portable_allowed_rate,0.238931159584571,0.2327889743841896,0.2447499793372491,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
temporal_condition_label_drift,regime-only,,,,,,,,,,,,,,,,,,,bootstrap,absolute_reduction_vs_ClinVar_pp,30.85397193638915,30.28615528531337,31.450046772684757,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
temporal_condition_label_drift,regime-only,,,,,,,,,,,,,,,,,,,bootstrap,relative_reduction_vs_ClinVar_percent,83.53305587412962,82.82133633029372,84.23763582186757,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
temporal_condition_label_drift,portability-score-only,,,,,,,,,,,,,,,,,,,bootstrap,unsupported_reuse_rate,0.2509504209541627,0.2459101964452759,0.255979420018709,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
temporal_condition_label_drift,portability-score-only,,,,,,,,,,,,,,,,,,,bootstrap,overrestriction_rate,0.1637417399438727,0.1594359214218896,0.1678587464920486,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
temporal_condition_label_drift,portability-score-only,,,,,,,,,,,,,,,,,,,bootstrap,direct_use_allowed_rate,0.7180102151543499,0.7127399438727783,0.7230308699719364,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
temporal_condition_label_drift,portability-score-only,,,,,,,,,,,,,,,,,,,bootstrap,true_portable_allowed_rate,0.740422592504346,0.7340784875571902,0.7470890139290421,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
temporal_condition_label_drift,portability-score-only,,,,,,,,,,,,,,,,,,,bootstrap,absolute_reduction_vs_ClinVar_pp,11.824804490177735,11.434985968194578,12.190926099158093,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
temporal_condition_label_drift,portability-score-only,,,,,,,,,,,,,,,,,,,bootstrap,relative_reduction_vs_ClinVar_percent,32.028271911826096,31.14021511360978,32.951306089602696,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
temporal_condition_label_drift,failure-topology-only,,,,,,,,,,,,,,,,,,,bootstrap,unsupported_reuse_rate,0.0607176052385406,0.0579223573433115,0.0635369504209541,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
temporal_condition_label_drift,failure-topology-only,,,,,,,,,,,,,,,,,,,bootstrap,overrestriction_rate,0.4801753040224508,0.4746099158091674,0.4859130028063611,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
temporal_condition_label_drift,failure-topology-only,,,,,,,,,,,,,,,,,,,bootstrap,direct_use_allowed_rate,0.2114082319925163,0.2065846585594013,0.215977549111319,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
temporal_condition_label_drift,failure-topology-only,,,,,,,,,,,,,,,,,,,bootstrap,true_portable_allowed_rate,0.2388627429165415,0.2324768675519506,0.2444813671967719,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
temporal_condition_label_drift,failure-topology-only,,,,,,,,,,,,,,,,,,,bootstrap,absolute_reduction_vs_ClinVar_pp,30.84164639850328,30.32740879326473,31.37184284377924,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
temporal_condition_label_drift,failure-topology-only,,,,,,,,,,,,,,,,,,,bootstrap,relative_reduction_vs_ClinVar_percent,83.55140631743109,82.84038666953519,84.27881041002065,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
temporal_condition_label_drift,CAB-Strict,,,,,,,,,,,,,,,,,,,bootstrap,unsupported_reuse_rate,0.0241616463985032,0.0225257249766136,0.0260439663236669,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
temporal_condition_label_drift,CAB-Strict,,,,,,,,,,,,,,,,,,,bootstrap,overrestriction_rate,0.5741905332086062,0.5683058933582787,0.5800187090739009,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
temporal_condition_label_drift,CAB-Strict,,,,,,,,,,,,,,,,,,,bootstrap,direct_use_allowed_rate,0.0809015154349859,0.0776407857811038,0.0839298409728718,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
temporal_condition_label_drift,CAB-Strict,,,,,,,,,,,,,,,,,,,bootstrap,true_portable_allowed_rate,0.0899302060257208,0.0856723605517146,0.0939229804034922,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
temporal_condition_label_drift,CAB-Strict,,,,,,,,,,,,,,,,,,,bootstrap,absolute_reduction_vs_ClinVar_pp,34.49079513564079,33.90832553788587,35.06089803554724,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
temporal_condition_label_drift,CAB-Strict,,,,,,,,,,,,,,,,,,,bootstrap,relative_reduction_vs_ClinVar_percent,93.45341631356432,92.9673071990702,93.90013796571256,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
temporal_condition_label_drift,CAB-Balanced,,,,,,,,,,,,,,,,,,,bootstrap,unsupported_reuse_rate,0.074570364826941,0.071356407857811,0.0776426566884939,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
temporal_condition_label_drift,CAB-Balanced,,,,,,,,,,,,,,,,,,,bootstrap,overrestriction_rate,0.4323399064546304,0.4270533208606174,0.4378681010289991,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
temporal_condition_label_drift,CAB-Balanced,,,,,,,,,,,,,,,,,,,bootstrap,direct_use_allowed_rate,0.2731259494855005,0.2678755846585594,0.2784284377923293,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
temporal_condition_label_drift,CAB-Balanced,,,,,,,,,,,,,,,,,,,bootstrap,true_portable_allowed_rate,0.3147198844739303,0.3079479244354332,0.3209987611638664,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
temporal_condition_label_drift,CAB-Balanced,,,,,,,,,,,,,,,,,,,bootstrap,absolute_reduction_vs_ClinVar_pp,29.4534144059869,28.931618334892423,29.96492048643592,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
temporal_condition_label_drift,CAB-Balanced,,,,,,,,,,,,,,,,,,,bootstrap,relative_reduction_vs_ClinVar_percent,79.79711478949521,79.01688404871837,80.58948229418198,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
cross_environment_drift,ClinVar-label-only,,,,,,,,,,,,,,,,,,,bootstrap,unsupported_reuse_rate,0.1446193826005612,0.1402806361085126,0.1490383536014967,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
cross_environment_drift,ClinVar-label-only,,,,,,,,,,,,,,,,,,,bootstrap,overrestriction_rate,0.0,0.0,0.0,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
cross_environment_drift,ClinVar-label-only,,,,,,,,,,,,,,,,,,,bootstrap,direct_use_allowed_rate,1.0,1.0,1.0,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
cross_environment_drift,ClinVar-label-only,,,,,,,,,,,,,,,,,,,bootstrap,true_portable_allowed_rate,1.0,1.0,1.0,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
cross_environment_drift,ClinVar-label-only,,,,,,,,,,,,,,,,,,,bootstrap,absolute_reduction_vs_ClinVar_pp,0.0,0.0,0.0,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
cross_environment_drift,ClinVar-label-only,,,,,,,,,,,,,,,,,,,bootstrap,relative_reduction_vs_ClinVar_percent,0.0,0.0,0.0,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
cross_environment_drift,metadata-only,,,,,,,,,,,,,,,,,,,bootstrap,unsupported_reuse_rate,0.144533208606174,0.1402797006548176,0.1488493919550982,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
cross_environment_drift,metadata-only,,,,,,,,,,,,,,,,,,,bootstrap,overrestriction_rate,0.0,0.0,0.0,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
cross_environment_drift,metadata-only,,,,,,,,,,,,,,,,,,,bootstrap,direct_use_allowed_rate,1.0,1.0,1.0,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
cross_environment_drift,metadata-only,,,,,,,,,,,,,,,,,,,bootstrap,true_portable_allowed_rate,1.0,1.0,1.0,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
cross_environment_drift,metadata-only,,,,,,,,,,,,,,,,,,,bootstrap,absolute_reduction_vs_ClinVar_pp,0.0,0.0,0.0,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
cross_environment_drift,metadata-only,,,,,,,,,,,,,,,,,,,bootstrap,relative_reduction_vs_ClinVar_percent,0.0,0.0,0.0,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
cross_environment_drift,gene-only,,,,,,,,,,,,,,,,,,,bootstrap,unsupported_reuse_rate,0.0195651262862488,0.0180346117867165,0.0212535079513564,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
cross_environment_drift,gene-only,,,,,,,,,,,,,,,,,,,bootstrap,overrestriction_rate,0.6452768942937325,0.6402245088868102,0.6499915809167447,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
