endpoint,routing_null,CAB_mode,null_calibration_target,null_direct_probability,real_unsupported_reuse_rate,null_unsupported_mean,null_unsupported_CI95_low,null_unsupported_CI95_high,unsupported_effect_vs_null,unsupported_empirical_p_lower_is_better,real_overrestriction_rate,null_overrestriction_mean,null_overrestriction_CI95_low,null_overrestriction_CI95_high,pass_fail
conservative_composite_non_portability,random routing with same direct-use rate as CAB-Balanced,CAB-Balanced,direct-use rate,0.27311506080449016,0.07898971000935454,0.1028858122856252,0.09981197380729653,0.10615715622076707,-0.02389610227627066,0.0033222591362126247,0.42933582787652014,0.4531255378858746,0.44867539756782043,0.4578147801683817,pass
conservative_composite_non_portability,random routing with same overrestriction rate as CAB-Strict,CAB-Strict,overrestriction rate,0.08180290481334762,0.02989710009354537,0.030802120361708762,0.029091674462114126,0.03281945743685687,-0.0009050202681633937,0.1893687707641196,0.5724602432179607,0.5724099781727472,0.5698587464920487,0.5750617399438728,sensitivity_flag
