endpoint,model,N,positive_N,positive_rate,AUROC,AUPRC,Brier,precision_at_top10,recall_at_top10,lift_at_top10,number_needed_to_review_top10,stratum
E3_cross_environment_drift,gene+regime+submitter_metadata,26725,4009,0.1500093545369504,0.7860415403605665,0.4054887047384076,0.10633954895872767,0.4784885895997007,0.3190321776003991,3.189725007995012,2.089913995308835,single_submitter
E3_cross_environment_drift,gene+regime+submitter_metadata,215,62,0.28837209302325584,0.5302551127978072,0.29681006354457096,0.20888613559306926,0.2727272727272727,0.0967741935483871,0.9457478005865101,3.666666666666667,submitter_count_increase_or_change
E3_cross_environment_drift,gene+regime+submitter_metadata,26510,3947,0.14888721237268956,0.7882042602307997,0.4209242963601269,0.10472430684903304,0.4798189362504715,0.3222700785406638,3.2227007854066376,2.084119496855346,stable_submitter_count
