endpoint,cab_mode,metric,estimate,ci95_low,ci95_high,bootstrap_replicates,stratification,endpoint_class_balance_note
cross_environment_drift,CAB-Balanced,relative_reduction_vs_ClinVar_percent,81.0839142344615,79.84874449621168,82.33341750780434,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
any_meaning_drift,ClinVar-label-only,unsupported_reuse_rate,0.386254331150608,0.3802432179607109,0.3916969130028064,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
any_meaning_drift,ClinVar-label-only,overrestriction_rate,0.0,0.0,0.0,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
any_meaning_drift,ClinVar-label-only,direct_use_allowed_rate,1.0,1.0,1.0,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
any_meaning_drift,ClinVar-label-only,true_portable_allowed_rate,1.0,1.0,1.0,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
any_meaning_drift,ClinVar-label-only,absolute_reduction_vs_ClinVar_pp,0.0,0.0,0.0,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
any_meaning_drift,ClinVar-label-only,relative_reduction_vs_ClinVar_percent,0.0,0.0,0.0,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
any_meaning_drift,metadata-only,unsupported_reuse_rate,0.3859626566884939,0.3799420018709074,0.3922927970065482,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
any_meaning_drift,metadata-only,overrestriction_rate,0.0,0.0,0.0,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
any_meaning_drift,metadata-only,direct_use_allowed_rate,1.0,1.0,1.0,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
any_meaning_drift,metadata-only,true_portable_allowed_rate,1.0,1.0,1.0,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
any_meaning_drift,metadata-only,absolute_reduction_vs_ClinVar_pp,0.0,0.0,0.0,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
any_meaning_drift,metadata-only,relative_reduction_vs_ClinVar_percent,0.0,0.0,0.0,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
any_meaning_drift,gene-only,unsupported_reuse_rate,0.0800071094480823,0.0770804490177736,0.0829943872778297,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
any_meaning_drift,gene-only,overrestriction_rate,0.4640610664172123,0.4591206735266604,0.4697867165575304,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
any_meaning_drift,gene-only,direct_use_allowed_rate,0.2297796819457436,0.2264536950420954,0.2333021515434986,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
any_meaning_drift,gene-only,true_portable_allowed_rate,0.243995474520829,0.2387912822591483,0.2489175333107591,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
any_meaning_drift,gene-only,absolute_reduction_vs_ClinVar_pp,30.6159251637044,30.09139382600561,31.146959775491112,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
any_meaning_drift,gene-only,relative_reduction_vs_ClinVar_percent,79.28164259773304,78.56931839265356,80.01718767946143,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
any_meaning_drift,regime-only,unsupported_reuse_rate,0.06809055191768,0.0652198316183348,0.0712441534144059,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
any_meaning_drift,regime-only,overrestriction_rate,0.470560374181478,0.4642469597754911,0.47644527595884,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
any_meaning_drift,regime-only,direct_use_allowed_rate,0.2113653882132834,0.2068101028999064,0.2160149672591206,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
any_meaning_drift,regime-only,true_portable_allowed_rate,0.2334089893930784,0.2271159103893448,0.2397694124244334,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
any_meaning_drift,regime-only,absolute_reduction_vs_ClinVar_pp,31.807423760523854,31.26258185219832,32.333208606174004,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
any_meaning_drift,regime-only,relative_reduction_vs_ClinVar_percent,82.36760757932605,81.68508467715594,83.06577829773475,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
any_meaning_drift,portability-score-only,unsupported_reuse_rate,0.2651414031805426,0.2601674462114125,0.2703479887745556,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
any_meaning_drift,portability-score-only,overrestriction_rate,0.1607372123479887,0.1565191768007483,0.1648278765201122,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
any_meaning_drift,portability-score-only,direct_use_allowed_rate,0.718165088868101,0.7133760523854069,0.7232563143124415,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
any_meaning_drift,portability-score-only,true_portable_allowed_rate,0.7381110590643606,0.7319352234577028,0.744441368067593,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
any_meaning_drift,portability-score-only,absolute_reduction_vs_ClinVar_pp,12.10976987839102,11.741721234798876,12.501496725912068,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
any_meaning_drift,portability-score-only,relative_reduction_vs_ClinVar_percent,31.35298658078372,30.52983446180329,32.18334064387744,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
any_meaning_drift,failure-topology-only,unsupported_reuse_rate,0.0680623386342376,0.0651075771749298,0.0710579981290926,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
any_meaning_drift,failure-topology-only,overrestriction_rate,0.4706118241347053,0.4645444340505145,0.4764078578110383,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
any_meaning_drift,failure-topology-only,direct_use_allowed_rate,0.211382450888681,0.2066604303086997,0.2161281571562207,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
any_meaning_drift,failure-topology-only,true_portable_allowed_rate,0.2334466331949846,0.2268950372635295,0.239575816474236,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
any_meaning_drift,failure-topology-only,absolute_reduction_vs_ClinVar_pp,31.800572497661367,31.22918615528532,32.35565949485501,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
any_meaning_drift,failure-topology-only,relative_reduction_vs_ClinVar_percent,82.37026042847678,81.60713221230407,83.08853298957247,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
any_meaning_drift,CAB-Strict,unsupported_reuse_rate,0.0256672029934518,0.0237595884003741,0.0275771749298409,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
any_meaning_drift,CAB-Strict,overrestriction_rate,0.5587313751169317,0.5530018709073901,0.5644181478016838,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
any_meaning_drift,CAB-Strict,direct_use_allowed_rate,0.0808424695977549,0.0779766136576239,0.0838933582787651,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
any_meaning_drift,CAB-Strict,true_portable_allowed_rate,0.0898755250261653,0.0861973635661843,0.0937137547125613,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
any_meaning_drift,CAB-Strict,absolute_reduction_vs_ClinVar_pp,36.042615528531336,35.46117867165576,36.60289990645463,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
any_meaning_drift,CAB-Strict,relative_reduction_vs_ClinVar_percent,93.35200044926512,92.87137960220328,93.85796448889904,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
any_meaning_drift,CAB-Balanced,unsupported_reuse_rate,0.0862216651075771,0.0826192703461178,0.0896548175865294,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
any_meaning_drift,CAB-Balanced,overrestriction_rate,0.4269659869036483,0.4208409728718428,0.4328175865294668,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
any_meaning_drift,CAB-Balanced,direct_use_allowed_rate,0.2730343872778297,0.267913002806361,0.278690364826941,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
any_meaning_drift,CAB-Balanced,true_portable_allowed_rate,0.3043658758675076,0.2975420755698039,0.3111918432238617,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
any_meaning_drift,CAB-Balanced,absolute_reduction_vs_ClinVar_pp,29.999962581852195,29.42179607109448,30.548269410664176,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
any_meaning_drift,CAB-Balanced,relative_reduction_vs_ClinVar_percent,77.6755765263945,76.79637437597165,78.57090387343476,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
semantic_drift_without_reclassification,ClinVar-label-only,unsupported_reuse_rate,0.3691688306828812,0.3632553788587465,0.375043030869972,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
semantic_drift_without_reclassification,ClinVar-label-only,overrestriction_rate,0.0,0.0,0.0,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
semantic_drift_without_reclassification,ClinVar-label-only,direct_use_allowed_rate,1.0,1.0,1.0,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
semantic_drift_without_reclassification,ClinVar-label-only,true_portable_allowed_rate,1.0,1.0,1.0,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
semantic_drift_without_reclassification,ClinVar-label-only,absolute_reduction_vs_ClinVar_pp,0.0,0.0,0.0,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
semantic_drift_without_reclassification,ClinVar-label-only,relative_reduction_vs_ClinVar_percent,0.0,0.0,0.0,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
semantic_drift_without_reclassification,metadata-only,unsupported_reuse_rate,0.3691982039289055,0.3632553788587465,0.3749317118802619,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
semantic_drift_without_reclassification,metadata-only,overrestriction_rate,0.0,0.0,0.0,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
semantic_drift_without_reclassification,metadata-only,direct_use_allowed_rate,1.0,1.0,1.0,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
semantic_drift_without_reclassification,metadata-only,true_portable_allowed_rate,1.0,1.0,1.0,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
semantic_drift_without_reclassification,metadata-only,absolute_reduction_vs_ClinVar_pp,0.0,0.0,0.0,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
semantic_drift_without_reclassification,metadata-only,relative_reduction_vs_ClinVar_percent,0.0,0.0,0.0,1000,within_domain,large within-domain bootstrap; class balance approximately preserved
