gold_standard_name,domain,N,true_portable_assertions_N,true_portable_assertions_percent,CAB_allowed_direct_use_among_true_portable_N,CAB_allowed_direct_use_among_true_portable_percent,CAB_falsely_restricted_true_portable_N,CAB_falsely_restricted_true_portable_percent,false_restriction_rate_all_assertions,false_direct_use_unsupported_reuse_N,false_direct_use_unsupported_reuse_percent,direct_use_precision,direct_use_recall,specificity_for_portability,nonportability_recall,restriction_precision,F1_nonportability_detection,direct_use_allowed_rate,overrestriction_rate,conservatism_label,publication_note
temporal_condition_label_drift_gold_standard,all,26725,16857,63.07577174929841,5306,31.476537936762178,11551,68.52346206323783,0.43221702525724975,1993,7.457436856875585,0.7269488971091931,0.3147653793676218,0.3147653793676218,0.7980340494527767,0.4053845361886132,0.5376527616576774,0.27311506080449016,0.43221702525724975,not_extremely_conservative_by_threshold,"Report false restriction explicitly; CAB is repair-first/routing-first, not a direct-use maximizer."
temporal_condition_label_drift_gold_standard,cardiomyopathy,4918,3017,61.346075640504274,411,13.622804110043088,2606,86.37719588995691,0.5298901992679951,193,3.9243594957299717,0.6804635761589404,0.13622804110043088,0.13622804110043088,0.8984744871120462,0.3959202596198424,0.5496379726468222,0.12281415209434729,0.5298901992679951,conservative_direct_use_low,"Report false restriction explicitly; CAB is repair-first/routing-first, not a direct-use maximizer."
temporal_condition_label_drift_gold_standard,hereditary_cancer,20865,13263,63.56578001437815,4518,34.064691246324365,8745,65.93530875367564,0.41912293314162474,1780,8.531032830098251,0.7173705938393141,0.34064691246324363,0.34064691246324363,0.7658510918179426,0.3996704880895174,0.5252379448779828,0.30184519530313925,0.41912293314162474,not_extremely_conservative_by_threshold,"Report false restriction explicitly; CAB is repair-first/routing-first, not a direct-use maximizer."
temporal_condition_label_drift_gold_standard,inherited_arrhythmia,942,577,61.252653927813164,377,65.33795493934143,200,34.66204506065858,0.21231422505307856,20,2.1231422505307855,0.9496221662468514,0.6533795493934142,0.6533795493934142,0.9452054794520548,0.6330275229357798,0.7582417582417583,0.42144373673036095,0.21231422505307856,not_extremely_conservative_by_threshold,"Report false restriction explicitly; CAB is repair-first/routing-first, not a direct-use maximizer."
conservative_composite_routing_gold_standard,all,26725,3825,14.31244153414406,3825,100.0,0,0.0,0.0,3474,12.99906454630496,0.5240443896424167,1.0,1.0,0.848296943231441,1.0,0.9179227897746066,0.27311506080449016,0.0,not_extremely_conservative_by_threshold,"Report false restriction explicitly; CAB is repair-first/routing-first, not a direct-use maximizer."
conservative_composite_routing_gold_standard,cardiomyopathy,4918,411,8.357055713704758,411,100.0,0,0.0,0.0,193,3.9243594957299717,0.6804635761589404,1.0,1.0,0.9571777235411582,1.0,0.9781203945130936,0.12281415209434729,0.0,conservative_direct_use_low,"Report false restriction explicitly; CAB is repair-first/routing-first, not a direct-use maximizer."
conservative_composite_routing_gold_standard,hereditary_cancer,20865,3037,14.555475676971005,3037,100.0,0,0.0,0.0,3261,15.62904385334292,0.48221657669101303,1.0,1.0,0.8170854835090868,1.0,0.8993363173329217,0.30184519530313925,0.0,not_extremely_conservative_by_threshold,"Report false restriction explicitly; CAB is repair-first/routing-first, not a direct-use maximizer."
conservative_composite_routing_gold_standard,inherited_arrhythmia,942,377,40.02123142250531,377,100.0,0,0.0,0.0,20,2.1231422505307855,0.9496221662468514,1.0,1.0,0.9646017699115044,1.0,0.9819819819819819,0.42144373673036095,0.0,not_extremely_conservative_by_threshold,"Report false restriction explicitly; CAB is repair-first/routing-first, not a direct-use maximizer."
