regime,regime_label,N,domains_represented,top_genes,condition_label_drift_rate,cross_environment_drift_rate,any_meaning_drift_rate,self_loop_stable_rate,ClinVar_label_only_unsupported_reuse_rate,CAB_Strict_unsupported_reuse_rate,CAB_Balanced_unsupported_reuse_rate,direct_use_allowed_rate,review_repair_routing_rate,dominant_routing_action
phenotype_anchored_monogenic,Phenotype-anchored monogenic,756,cardiomyopathy,MYBPC3:389|MYH7:122|BAG3:68|DSC2:36|DSG2:34|TNNI3:23|TPM1:21|JUP:17,0.21031746031746032,0.0582010582010582,0.23544973544973544,0.9417989417989417,0.21031746031746032,0.0,0.10714285714285714,0.5423280423280423,0.4576719576719577,direct deterministic use within concordant self-loop
trigger_dependent_latent,Trigger-dependent latent,45,inherited_arrhythmia,CASQ2:18|TRDN:16|KCNQ1:6|KCNH2:4|CACNA1C:1,0.6444444444444445,0.0,0.6444444444444445,1.0,0.6444444444444445,0.0,0.0,0.26666666666666666,0.7333333333333333,contextual repair; trigger/phenotype-context review
pleiotropic_collision,Pleiotropic collision,11,inherited_arrhythmia,RYR2:3|CACNA1C:3|ANK2:2|HCN4:2|SCN5A:1,0.09090909090909091,0.0,0.09090909090909091,1.0,0.09090909090909091,0.0,0.0,0.45454545454545453,1.0,disease-specific review or contextual repair
syndrome_organ_boundary,Syndrome-organ boundary,408,cardiomyopathy|inherited_arrhythmia,KCNH2:166|KCNQ1:104|SCN5A:34|CACNA1C:19|KCNJ2:15|CALM2:11|HCN4:9|LMNA:9,0.19362745098039216,0.012254901960784314,0.19607843137254902,0.9877450980392157,0.19362745098039216,0.0,0.02696078431372549,0.5637254901960784,0.4681372549019608,source_identity_accepted; contextual_repair_or_disease_specific_review
structural_functional_overlap,Structural-functional overlap,2127,cardiomyopathy|inherited_arrhythmia,TTN:1380|DSP:293|LMNA:161|PKP2:135|RYR2:81|FLNC:44|DES:28|SCN5A:5,0.2863187588152327,0.06676069581570286,0.2943112364833098,0.9332393041842971,0.2863187588152327,0.0,0.0,0.0028208744710860366,0.997179125528914,domain repair; disease-specific expert review
genotype_first_absent_phenotype,Genotype-first absent phenotype,0,,,,,,,,,,,,PRF-needed; phenotype ascertainment review; no deterministic reuse
modifier_penetrance_boundary,Modifier/penetrance boundary,16125,hereditary_cancer,BRCA2:3207|BRCA1:2838|ATM:1773|MSH2:1445|MLH1:1204|MSH6:1108|APC:1039|PALB2:644,0.2656744186046512,0.14555038759689923,0.2868217054263566,0.8544496124031008,0.2656744186046512,0.0,0.07144186046511627,0.3278139534883721,0.7830077519379844,population/penetrance review; PRF-needed
nonspecific_underresolved,Nonspecific/underresolved,7253,cardiomyopathy|hereditary_cancer|inherited_arrhythmia,BRCA2:1208|BRCA1:874|TTN:757|ATM:464|MSH6:329|MYBPC3:328|APC:297|MSH2:291,0.6489728388253136,0.18268302771267061,0.6591755135805873,0.8173169722873294,0.6489728388253136,0.0,0.10326761340135117,0.18612987729215497,0.8837722321797876,contextual repair or disease-specific review
