domain,endpoint,CAB_Strict_minimizes_unsupported_reuse,min_unsupported_reuse_mode,CAB_Balanced_more_direct_use_than_Strict,CAB_Balanced_lower_overrestriction_than_Strict,CAB_Strict_unsupported_reuse,CAB_Balanced_unsupported_reuse,CAB_Strict_overrestriction,CAB_Balanced_overrestriction,interpretation
all_domains,any_meaning_drift,yes,CAB-Strict,yes,yes,0.025706267539756782,0.08613657623947614,0.5586529466791393,0.42686623012160896,CAB-Strict minimizes false portability; CAB-Balanced preserves more direct-use capacity and less overrestriction.
all_domains,conservative_composite_routing,yes,CAB-Strict,yes,yes,0.028288119738072964,0.1299906454630496,0.09051449953227315,0.0,CAB-Strict minimizes false portability; CAB-Balanced preserves more direct-use capacity and less overrestriction.
all_domains,cross_environment_drift,yes,CAB-Strict,yes,yes,0.0016838166510757717,0.027315247895229187,0.7762394761459308,0.6096538821328344,CAB-Strict minimizes false portability; CAB-Balanced preserves more direct-use capacity and less overrestriction.
all_domains,semantic_drift_without_reclassification,yes,CAB-Strict,yes,yes,0.024172123479887744,0.07457436856875585,0.5740318054256315,0.43221702525724975,CAB-Strict minimizes false portability; CAB-Balanced preserves more direct-use capacity and less overrestriction.
all_domains,temporal_condition_label_drift,yes,CAB-Strict,yes,yes,0.024172123479887744,0.07457436856875585,0.5740318054256315,0.43221702525724975,CAB-Strict minimizes false portability; CAB-Balanced preserves more direct-use capacity and less overrestriction.
