endpoint,comparison,delta_AUROC,CI95_low,CI95_high
proxy_true_environment_shift,gene-only -> gene+regime,0.010037538301691407,0.007551317333126531,0.012907982659656139
proxy_true_environment_shift,gene+ontology -> gene+ontology+CAB,-2.836531170502532e-06,-8.90155548601279e-06,0.0
proxy_true_plus_uncertain,gene-only -> gene+regime,0.017356967541447665,0.014844232377296337,0.02038189695615387
proxy_true_plus_uncertain,gene+ontology -> gene+ontology+CAB,1.2326884826885376e-05,-0.00019702340441769272,0.0002412601056691832
E3_cross_environment_drift,gene-only -> gene+regime,0.010293356939314768,0.007203736747886383,0.012868168242112928
E3_cross_environment_drift,gene+ontology -> gene+ontology+CAB,-3.29422560341186e-07,-2.82843925104026e-06,1.9796727921544965e-06
