subset,N,condition_label_drift_rate,cross_environment_drift_rate,any_meaning_drift_rate,self_loop_stable_rate,unsupported_reuse_ClinVar_label_only,unsupported_reuse_CAB_Strict,unsupported_reuse_CAB_Balanced,direct_use_allowed_rate,review_repair_routing_rate
A_full_ARR_set,942,0.3874734607218684,0.0,0.3874734607218684,1.0,0.3874734607218684,0.0,0.021231422505307854,0.42144373673036095,0.7059447983014862
B_ARR_meaning_accepted_only,638,0.4012539184952978,0.0,0.4012539184952978,1.0,0.4012539184952978,0.0,0.02821316614420063,0.4341692789968652,0.5658307210031348
C_ARR_meaning_rejected_phenotype_domain_discordant_only,304,0.35855263157894735,0.0,0.35855263157894735,1.0,0.35855263157894735,0.0,0.006578947368421052,0.39473684210526316,1.0
D_all_domain_benchmark_304_discordant_rows_excluded,26421,0.3693652776200749,0.14620945460050716,0.3864728814200825,0.8537905453994928,0.3693652776200749,0.0,0.07535672381817493,0.2717156807085273,0.8112486279853147
E_all_domain_benchmark_including_discordant_with_repair_routing,26725,0.3692422825070159,0.14454630495790458,0.386155285313377,0.8554536950420955,0.3692422825070159,0.0,0.07457436856875585,0.27311506080449016,0.8133956969130028
