endpoint,cab_mode,features,claim_strength,N,endpoint_positive_N,unsupported_reuse_rate,absolute_reduction_vs_ClinVar_pp,relative_reduction_vs_ClinVar_percent,overrestriction_rate,direct_use_allowed_rate,true_portable_allowed_rate,false_restriction_rate,direct_use_precision,direct_use_recall,nonportability_recall,portability_specificity,F1_nonportability,balanced_accuracy,Brier_like_routing_loss
cross_environment_drift,gene-only,gene identity only,comparator,26725,3863,0.0195696913002806,12.497661365762394,86.46129950815428,0.6452385406922357,0.2297848456501403,0.2457352812527338,0.7542647187472662,0.9148347174727244,0.2457352812527338,0.8646129950815429,0.2457352812527338,0.2732441608377306,0.5551741381671383,0.6648082319925164
cross_environment_drift,regime-only,baseline disease-model regime only,comparator,26725,3863,0.0106641721234798,13.388213283442468,92.62231426352577,0.6547053320860617,0.2114125350795135,0.2346688828623917,0.7653311171376083,0.9495575221238938,0.2346688828623917,0.9262231426352576,0.2346688828623917,0.286951640067367,0.5804460127488247,0.6653695042095417
cross_environment_drift,portability-score-only,baseline portability score threshold only,comparator,26725,3863,0.0557156220767072,8.883068288119738,61.45482785399948,0.1931524789522918,0.7180168381665107,0.774210480272942,0.225789519727058,0.922403460315806,0.774210480272942,0.6145482785399948,0.774210480272942,0.4165277655934731,0.6943793794064684,0.248868101028999
cross_environment_drift,failure-topology-only,baseline failure/regime topology only,comparator,26725,3863,0.0106641721234798,13.388213283442468,92.62231426352577,0.6547053320860617,0.2114125350795135,0.2346688828623917,0.7653311171376083,0.9495575221238938,0.2346688828623917,0.9262231426352576,0.2346688828623917,0.286951640067367,0.5804460127488247,0.6653695042095417
cross_environment_drift,CAB-Strict,gene + baseline disease-model regime,high_stringency_temporal_frontier_mode,26725,3863,0.0016838166510757,14.28624883068288,98.83510225213564,0.7762394761459308,0.0808980355472404,0.0925990726970518,0.907400927302948,0.9791859389454208,0.0925990726970518,0.9883510225213564,0.0925990726970518,0.2686273130232885,0.5404750476092042,0.7779232927970066
cross_environment_drift,CAB-Balanced,full CAB routing configuration,balanced_routing_mode,26725,3863,0.0273152478952291,11.72310570626754,81.10276986797825,0.6096538821328344,0.2731150608044901,0.2873326918029918,0.7126673081970082,0.8999862994930813,0.2873326918029918,0.8110276986797825,0.2873326918029918,0.2690540598565846,0.5491801952413872,0.6369691300280637
any_meaning_drift,ClinVar-label-only,ClinVar P/LP label only,counterfactual_baseline,26725,10320,0.386155285313377,0.0,0.0,0.0,1.0,1.0,0.0,0.613844714686623,1.0,0.0,1.0,,0.5,0.386155285313377
any_meaning_drift,metadata-only,baseline review/status/submitter metadata only,comparator,26725,10320,0.386155285313377,0.0,0.0,0.0,1.0,1.0,0.0,0.613844714686623,1.0,0.0,1.0,,0.5,0.386155285313377
any_meaning_drift,gene-only,gene identity only,comparator,26725,10320,0.08,30.6155285313377,79.2829457364341,0.4640598690364827,0.2297848456501403,0.2440109722645534,0.7559890277354465,0.6518482331867774,0.2440109722645534,0.7928294573643411,0.2440109722645534,0.529510742945897,0.5184202148144472,0.5440598690364827
any_meaning_drift,regime-only,baseline disease-model regime only,comparator,26725,10320,0.0681010289990645,31.805425631431245,82.36434108527132,0.470533208606174,0.2114125350795135,0.2334654068881438,0.7665345931118561,0.6778761061946903,0.2334654068881438,0.8236434108527132,0.2334654068881438,0.5414874980092371,0.5285544088704285,0.5386342376052385
any_meaning_drift,portability-score-only,baseline portability score threshold only,comparator,26725,10320,0.2649953227315247,12.115996258185223,31.375968992248072,0.160823199251637,0.7180168381665107,0.7380067052727827,0.2619932947272173,0.630934389493981,0.7380067052727827,0.3137596899224806,0.7380067052727827,0.362679211469534,0.5258831975976317,0.4258185219831618
any_meaning_drift,failure-topology-only,baseline failure/regime topology only,comparator,26725,10320,0.0681010289990645,31.805425631431245,82.36434108527132,0.470533208606174,0.2114125350795135,0.2334654068881438,0.7665345931118561,0.6778761061946903,0.2334654068881438,0.8236434108527132,0.2334654068881438,0.5414874980092371,0.5285544088704285,0.5386342376052385
any_meaning_drift,CAB-Strict,gene + baseline disease-model regime,high_stringency_temporal_frontier_mode,26725,10320,0.0257062675397567,36.04490177736202,93.34302325581396,0.5586529466791393,0.0808980355472404,0.0899116123133191,0.9100883876866808,0.6822386679000925,0.0899116123133191,0.9334302325581396,0.0899116123133191,0.5523034142705616,0.5116709224357293,0.5843592142188961
any_meaning_drift,CAB-Balanced,full CAB routing configuration,balanced_routing_mode,26725,10320,0.0861365762394761,30.00187090739009,77.6937984496124,0.4268662301216089,0.2731150608044901,0.304602255409936,0.695397744590064,0.684614330730237,0.304602255409936,0.7769379844961241,0.304602255409936,0.5390976938075708,0.54077011995303,0.5130028063610851
semantic_drift_without_reclassification,ClinVar-label-only,ClinVar P/LP label only,counterfactual_baseline,26725,9868,0.3692422825070159,0.0,0.0,0.0,1.0,1.0,0.0,0.6307577174929841,1.0,0.0,1.0,,0.5,0.3692422825070159
semantic_drift_without_reclassification,metadata-only,baseline review/status/submitter metadata only,comparator,26725,9868,0.3692422825070159,0.0,0.0,0.0,1.0,1.0,0.0,0.6307577174929841,1.0,0.0,1.0,,0.5,0.3692422825070159
semantic_drift_without_reclassification,gene-only,gene identity only,comparator,26725,9868,0.0759214218896164,29.332086061739943,79.43858937981354,0.4768942937324602,0.2297848456501403,0.2439342706294121,0.7560657293705879,0.6695977853769745,0.2439342706294121,0.7943858937981354,0.2439342706294121,0.5148430316563772,0.5191600822137737,0.5528157156220767
semantic_drift_without_reclassification,regime-only,baseline disease-model regime only,comparator,26725,9868,0.0608044901777362,30.84377923292797,83.53263072557763,0.4801496725912067,0.2114125350795135,0.2387732099424571,0.7612267900575429,0.7123893805309734,0.2387732099424571,0.8353263072557763,0.2387732099424571,0.5327860905535985,0.5370497585991167,0.5409541627689429
semantic_drift_without_reclassification,portability-score-only,baseline portability score threshold only,comparator,26725,9868,0.2510383536014967,11.820392890551917,32.01256586947709,0.16377923292797,0.7180168381665107,0.7403452571631963,0.2596547428368037,0.6503726093074157,0.7403452571631963,0.320125658694771,0.7403452571631963,0.3630199954033555,0.5302354579289836,0.4148175865294667
semantic_drift_without_reclassification,failure-topology-only,baseline failure/regime topology only,comparator,26725,9868,0.0608044901777362,30.84377923292797,83.53263072557763,0.4801496725912067,0.2114125350795135,0.2387732099424571,0.7612267900575429,0.7123893805309734,0.2387732099424571,0.8353263072557763,0.2387732099424571,0.5327860905535985,0.5370497585991167,0.5409541627689429
semantic_drift_without_reclassification,CAB-Strict,gene + baseline disease-model regime,comparator,26725,9868,0.0241721234798877,34.507015902712816,93.4535873530604,0.5740318054256315,0.0808980355472404,0.0899329655336062,0.9100670344663938,0.7012025901942646,0.0899329655336062,0.934535873530604,0.0899329655336062,0.5356800557637013,0.5122344195321051,0.5982039289055192
semantic_drift_without_reclassification,CAB-Balanced,full CAB routing configuration,balanced_routing_mode,26725,9868,0.0745743685687558,29.466791393826007,79.80340494527766,0.4322170252572497,0.2731150608044901,0.3147653793676218,0.6852346206323783,0.7269488971091931,0.3147653793676218,0.7980340494527767,0.3147653793676218,0.5376527616576774,0.5563997144101992,0.5067913938260056
conservative_composite_routing,ClinVar-label-only,ClinVar P/LP label only,counterfactual_baseline,26725,22900,0.8568755846585594,0.0,0.0,0.0,1.0,1.0,0.0,0.1431244153414406,1.0,0.0,1.0,,0.5,0.8568755846585594
conservative_composite_routing,metadata-only,baseline review/status/submitter metadata only,comparator,26725,22900,0.8568755846585594,0.0,0.0,0.0,1.0,1.0,0.0,0.1431244153414406,1.0,0.0,1.0,,0.5,0.8568755846585594
conservative_composite_routing,gene-only,gene identity only,comparator,26725,22900,0.1771749298409728,67.97006548175865,79.3231441048035,0.0905144995322731,0.2297848456501403,0.3675816993464052,0.6324183006535947,0.2289529392607067,0.3675816993464052,0.7932314410480349,0.3675816993464052,0.8354797166773986,0.5804065701972201,0.267689429373246
conservative_composite_routing,regime-only,baseline disease-model regime only,comparator,26725,22900,0.0682881197380729,78.85874649204865,92.03056768558952,0.0,0.2114125350795135,1.0,0.0,0.6769911504424779,1.0,0.9203056768558951,1.0,0.9584991472427516,0.9601528384279476,0.0682881197380729
conservative_composite_routing,portability-score-only,baseline portability score threshold only,comparator,26725,22900,0.5748924228250701,28.19831618334893,32.90829694323144,0.0,0.7180168381665107,1.0,0.0,0.1993329511699411,1.0,0.3290829694323144,1.0,0.4952030490208963,0.6645414847161573,0.5748924228250701
conservative_composite_routing,failure-topology-only,baseline failure/regime topology only,comparator,26725,22900,0.0682881197380729,78.85874649204865,92.03056768558952,0.0,0.2114125350795135,1.0,0.0,0.6769911504424779,1.0,0.9203056768558951,1.0,0.9584991472427516,0.9601528384279476,0.0682881197380729
conservative_composite_routing,CAB-Strict,gene + baseline disease-model regime,comparator,26725,22900,0.0282881197380729,82.85874649204864,96.69868995633188,0.0905144995322731,0.0808980355472404,0.3675816993464052,0.6324183006535947,0.6503237742830712,0.3675816993464052,0.9669868995633188,0.3675816993464052,0.933105787666182,0.667284299454862,0.1188026192703461
conservative_composite_routing,CAB-Balanced,full CAB routing configuration,balanced_operational_stress_test_mode,26725,22900,0.1299906454630496,72.68849391955098,84.8296943231441,0.0,0.2731150608044901,1.0,0.0,0.5240443896424167,1.0,0.848296943231441,1.0,0.9179227897746066,0.9241484716157204,0.1299906454630496
