endpoint,policy,workload_fraction,recall,precision,enrichment_over_random
cross_environment_drift,random review,0.55,0.5575977219777375,0.1465405809919042,1.0137967970511623
cross_environment_drift,random review,0.56,0.5648459746311157,0.14578739894434423,1.008586134296557
cross_environment_drift,random review,0.5700000000000001,0.5731296919492622,0.14533280819220165,1.0054411853317602
cross_environment_drift,random review,0.5800000000000001,0.5829666062645612,0.1452809496161538,1.005082417419547
cross_environment_drift,random review,0.59,0.5915091897488998,0.14491374936580417,1.002542053274946
cross_environment_drift,random review,0.6,0.6005695055656226,0.14468350483317743,1.0009491759427045
cross_environment_drift,random review,0.61,0.6129950815428423,0.14524934061215727,1.0048637400621028
cross_environment_drift,random review,0.62,0.6207610665286047,0.14471937235968618,1.001197314603317
cross_environment_drift,random review,0.63,0.6321511778410561,0.14503771455722517,1.0033996690504383
cross_environment_drift,random review,0.64,0.6422469583225472,0.14505378858746493,1.00351087237898
cross_environment_drift,random review,0.65,0.6538959358011908,0.1454064011052268,1.0059503156969158
cross_environment_drift,random review,0.66,0.6624385192855293,0.1450762514881796,1.0036662751803263
cross_environment_drift,random review,0.67,0.6733108982655966,0.14525857254551547,1.0049276084076886
cross_environment_drift,random review,0.68,0.6849598757442402,0.14560061629890497,1.0072939349180003
cross_environment_drift,random review,0.6900000000000001,0.6979031840538442,0.14619597635703052,1.011412753854942
cross_environment_drift,random review,0.7000000000000001,0.7077400983691432,0.1461406884755185,1.0110302613275257
cross_environment_drift,random review,0.7100000000000001,0.7162826818534818,0.14582345191040844,1.0088355558647852
cross_environment_drift,random review,0.72,0.7266373285011649,0.1458788067768423,1.0092185118071735
cross_environment_drift,random review,0.73,0.7380274398136164,0.1461301896463352,1.0109576283454074
cross_environment_drift,random review,0.74,0.7473466217965312,0.1459776508064924,1.009902334404222
cross_environment_drift,random review,0.75,0.756665803779446,0.14582917581321095,1.0088751549593742
cross_environment_drift,random review,0.76,0.7659849857623608,0.1456846044015558,1.0078749812662644
cross_environment_drift,random review,0.77,0.7745275692466994,0.14539093250400895,1.005843300846399
cross_environment_drift,random review,0.78,0.7859176805591509,0.1456394512136621,1.007562602558923
cross_environment_drift,random review,0.79,0.7986021227025628,0.14611850518637806,1.0108767929344948
cross_environment_drift,random review,0.8,0.808956769350246,0.1461646398503274,1.0111959616878075
cross_environment_drift,random review,0.81,0.8174993528345845,0.14587952697708795,1.0092234942952822
cross_environment_drift,random review,0.8200000000000001,0.8281128656484598,0.1459730778005932,1.0098706974426233
cross_environment_drift,random review,0.8300000000000001,0.8363965829666062,0.14565864214227753,1.0076953692084822
cross_environment_drift,random review,0.8400000000000001,0.8472689619466736,0.14579064587973273,1.0086085972394143
cross_environment_drift,random review,0.85,0.8573647424281646,0.1457938988422767,1.0086311018793281
cross_environment_drift,random review,0.86,0.8653895935801191,0.1454490080055691,1.0062450786820694
cross_environment_drift,random review,0.87,0.8765208387263784,0.1456281450260204,1.0074843841108971
cross_environment_drift,random review,0.88,0.8863577530416774,0.14559061144655158,1.0072247193655426
cross_environment_drift,random review,0.89,0.8964535335231685,0.14558984276465148,1.0072194014717346
cross_environment_drift,random review,0.9,0.9049961170075072,0.14534569492371013,1.0055303382956648
cross_environment_drift,random review,0.91,0.9140564328242299,0.1451891447368421,1.0044472930603432
cross_environment_drift,random review,0.92,0.9249288118042972,0.1453206979298003,1.0053574041351057
cross_environment_drift,random review,0.93,0.9363189231167487,0.14552403942868639,1.006764160945287
cross_environment_drift,random review,0.9400000000000001,0.9464147035982398,0.14552981450521454,1.0068041140698574
cross_environment_drift,random review,0.9500000000000001,0.9521097592544654,0.14486588680137066,1.0022109305634561
cross_environment_drift,random review,0.9600000000000001,0.9609112089049962,0.14467786568967533,1.0009101632297628
cross_environment_drift,random review,0.97,0.9697126585555268,0.14449930566270638,0.999674849556259
cross_environment_drift,random review,0.98,0.9792907067046337,0.1444389294032301,0.9992571546211041
cross_environment_drift,random review,0.99,0.9899042195185089,0.1445309547206894,0.9998938040151241
cross_environment_drift,random review,1.0,1.0,0.14454630495790458,1.0
cross_environment_drift,gene-only priority,0.01,0.026145482785399948,0.376865671641791,2.6072314456709464
cross_environment_drift,gene-only priority,0.02,0.05746828889464147,0.41495327102803736,2.8707290106715764
cross_environment_drift,gene-only priority,0.03,0.09215635516438002,0.44389027431421446,3.0709209373666533
cross_environment_drift,gene-only priority,0.04,0.11519544395547501,0.41627689429373244,2.8798860988868755
cross_environment_drift,gene-only priority,0.05,0.1516955733885581,0.43829468960359014,3.032209572781762
cross_environment_drift,gene-only priority,0.060000000000000005,0.18146518250064717,0.43703241895261846,3.0234769341208203
cross_environment_drift,gene-only priority,0.06999999999999999,0.21537665027180947,0.44468198824158206,3.0763981713063115
cross_environment_drift,gene-only priority,0.08,0.250064716541548,0.45182413470533206,3.12580895676935
cross_environment_drift,gene-only priority,0.09,0.27879886098886875,0.4476309226932668,3.0967994845916533
cross_environment_drift,gene-only priority,0.09999999999999999,0.3023556821123479,0.4369622147399925,3.022991247456977
cross_environment_drift,gene-only priority,0.11,0.33005436189490034,0.4336734693877551,3.0002390549800038
cross_environment_drift,gene-only priority,0.12,0.3582707740098369,0.43155597131275336,2.985589783415308
cross_environment_drift,gene-only priority,0.13,0.3862283199585814,0.4293525179856115,2.970345856372112
cross_environment_drift,gene-only priority,0.14,0.4172922599016309,0.4307856761090326,2.9802607284529894
cross_environment_drift,gene-only priority,0.15000000000000002,0.4405902148589179,0.4245447742579197,2.937084931929305
cross_environment_drift,gene-only priority,0.16,0.4701009578048149,0.4246959775491113,2.9381309862800933
cross_environment_drift,gene-only priority,0.17,0.4915868495987574,0.4179137323943662,2.891210069438115
cross_environment_drift,gene-only priority,0.18000000000000002,0.5042712917421693,0.4049054250675535,2.8012160199146696
cross_environment_drift,gene-only priority,0.19,0.5182500647165416,0.3942497046081134,2.7274976328376472
cross_environment_drift,gene-only priority,0.2,0.5301579083613772,0.38316183348924227,2.650789541806886
cross_environment_drift,gene-only priority,0.21000000000000002,0.5475019414962464,0.3768038482095136,2.606803738907391
cross_environment_drift,gene-only priority,0.22,0.5596686513072742,0.36768707482993196,2.543732092888929
cross_environment_drift,gene-only priority,0.23,0.5762360859435671,0.3621278672523182,2.5052723925234806
cross_environment_drift,gene-only priority,0.24000000000000002,0.5933212529122444,0.3572876071706937,2.471786513496451
cross_environment_drift,gene-only priority,0.25,0.6096298213823453,0.35243938940437,2.438245581628731
cross_environment_drift,gene-only priority,0.26,0.63137457934248,0.3509857533458052,2.4281890391319294
cross_environment_drift,gene-only priority,0.27,0.638363965829666,0.34174057649667405,2.3642290724498096
cross_environment_drift,gene-only priority,0.28,0.6474242816463888,0.334179583110636,2.311920620924605
cross_environment_drift,gene-only priority,0.29000000000000004,0.6554491327983433,0.32666752677073924,2.2599507255884044
