endpoint,policy,budget,reviewed_N,positives_captured,precision_at_budget,recall_at_budget,enrichment_over_random,number_needed_to_review,workload_to_capture_25pct_future_drift,workload_to_capture_50pct_future_drift,workload_to_capture_75pct_future_drift,unsupported_reuse_avoided_per_100_reviewed,direct_use_preserved_per_100_assertions
conservative_composite_non_portability,metadata-only priority,0.1,2673,836,0.31275720164609055,0.08307661731094107,0.8306107735259634,3.1973684210526314,0.26095416276894295,0.5270720299345183,0.7662488306828812,0.0,24.149672591206738
conservative_composite_non_portability,metadata-only priority,0.2,5345,1934,0.3618334892422825,0.1921892079896651,0.9609460399483254,2.7637021716649435,0.26095416276894295,0.5270720299345183,0.7662488306828812,0.0,22.110383536014968
conservative_composite_non_portability,metadata-only priority,0.3,8018,2954,0.3684210526315789,0.29355063102454537,0.9784410843266368,2.7142857142857144,0.26095416276894295,0.5270720299345183,0.7662488306828812,0.0,18.697848456501404
conservative_composite_non_portability,regime-only priority,0.01,268,191,0.7126865671641791,0.018980423333002087,1.8927306476659729,1.4031413612565444,0.141066417212348,0.2898783910196445,0.6431057062675397,33.61477458358348,27.015902712815716
conservative_composite_non_portability,regime-only priority,0.05,1337,873,0.6529543754674645,0.08675345324455927,1.7340957651165645,1.531500572737686,0.141066417212348,0.2898783910196445,0.6431057062675397,27.641555413912023,26.458372310570628
conservative_composite_non_portability,regime-only priority,0.1,2673,1789,0.6692854470632248,0.1777799860876478,1.7774673132032874,1.4941307993292343,0.141066417212348,0.2898783910196445,0.6431057062675397,29.27466257348805,25.474275023386344
conservative_composite_non_portability,regime-only priority,0.2,5345,3597,0.6729653882132834,0.35744807711418064,1.7872403855709031,1.4859605226577703,0.141066417212348,0.2898783910196445,0.6431057062675397,29.64265668849392,23.524789522918617
conservative_composite_non_portability,regime-only priority,0.3,8018,5112,0.6375654776752308,0.5079996025042234,1.6932264126871253,1.5684663536776213,0.141066417212348,0.2898783910196445,0.6431057062675397,26.10266563468865,22.188961646398504
conservative_composite_non_portability,gene+regime priority,0.01,268,229,0.8544776119402985,0.022756633210772134,2.269294860290617,1.1703056768558953,0.11023386342376053,0.27550982226379794,0.5275584658559401,47.79387906119542,27.2778297474275
conservative_composite_non_portability,gene+regime priority,0.05,1337,1212,0.906507105459985,0.12044122031203418,2.407473158443615,1.103135313531353,0.11023386342376053,0.27550982226379794,0.5275584658559401,52.996828413164074,26.630495790458376
