threshold_axis,threshold,unsupported_reuse,overrestriction,direct_use_allowance,true_portable_allowance,review_burden,frontier_status
repair/review threshold,0.99,0.3748924228250702,0.0,0.9983536014967259,1.0,0.0016463985032740879,frontier
repair/review threshold,1.0,0.37653882132834426,0.0,1.0,1.0,0.0,frontier
regime score threshold,0.0,0.0,0.6234611786716557,0.0,0.0,1.0,frontier
regime score threshold,0.01,0.0,0.6234611786716557,0.0,0.0,1.0,frontier
regime score threshold,0.02,0.0,0.6234611786716557,0.0,0.0,1.0,frontier
regime score threshold,0.03,0.0,0.6234611786716557,0.0,0.0,1.0,frontier
regime score threshold,0.04,0.0,0.6234611786716557,0.0,0.0,1.0,frontier
regime score threshold,0.05,0.0,0.6234611786716557,0.0,0.0,1.0,frontier
regime score threshold,0.06,0.0,0.6234611786716557,0.0,0.0,1.0,frontier
regime score threshold,0.07,0.0,0.6234611786716557,0.0,0.0,1.0,frontier
regime score threshold,0.08,0.0,0.6234611786716557,0.0,0.0,1.0,frontier
regime score threshold,0.09,0.0,0.6234611786716557,0.0,0.0,1.0,frontier
regime score threshold,0.1,0.0,0.6234611786716557,0.0,0.0,1.0,frontier
regime score threshold,0.11,0.0,0.6234611786716557,0.0,0.0,1.0,frontier
regime score threshold,0.12,0.0,0.6234611786716557,0.0,0.0,1.0,frontier
regime score threshold,0.13,0.0,0.6234611786716557,0.0,0.0,1.0,frontier
regime score threshold,0.14,0.0,0.6234611786716557,0.0,0.0,1.0,frontier
regime score threshold,0.15,0.0,0.6234611786716557,0.0,0.0,1.0,frontier
regime score threshold,0.16,0.0,0.6234611786716557,0.0,0.0,1.0,frontier
regime score threshold,0.17,0.0,0.6234611786716557,0.0,0.0,1.0,frontier
regime score threshold,0.18,0.0,0.6234611786716557,0.0,0.0,1.0,frontier
regime score threshold,0.19,0.0,0.6234611786716557,0.0,0.0,1.0,frontier
regime score threshold,0.2,0.0,0.6234611786716557,0.0,0.0,1.0,frontier
regime score threshold,0.21,0.0,0.6234611786716557,0.0,0.0,1.0,frontier
regime score threshold,0.22,0.005949485500467727,0.6011225444340506,0.028288119738072964,0.03583003240907454,0.971711880261927,frontier
regime score threshold,0.23,0.005949485500467727,0.6011225444340506,0.028288119738072964,0.03583003240907454,0.971711880261927,frontier
regime score threshold,0.24,0.005949485500467727,0.6011225444340506,0.028288119738072964,0.03583003240907454,0.971711880261927,frontier
regime score threshold,0.25,0.009728718428437793,0.5896351730589335,0.04355472404115996,0.05425519145360701,0.95644527595884,frontier
regime score threshold,0.26,0.009728718428437793,0.5896351730589335,0.04355472404115996,0.05425519145360701,0.95644527595884,frontier
regime score threshold,0.27,0.17002806361085127,0.1465668849391955,0.6469223573433115,0.7649141759692714,0.3530776426566885,frontier
regime score threshold,0.28,0.17002806361085127,0.1465668849391955,0.6469223573433115,0.7649141759692714,0.3530776426566885,frontier
regime score threshold,0.29,0.1928157156220767,0.08976613657623948,0.726510757717493,0.8560196855119433,0.27348924228250704,frontier
regime score threshold,0.3,0.1928157156220767,0.08976613657623948,0.726510757717493,0.8560196855119433,0.27348924228250704,frontier
regime score threshold,0.31,0.1928157156220767,0.08976613657623948,0.726510757717493,0.8560196855119433,0.27348924228250704,frontier
regime score threshold,0.32,0.1928157156220767,0.08976613657623948,0.726510757717493,0.8560196855119433,0.27348924228250704,frontier
regime score threshold,0.33,0.1928157156220767,0.08976613657623948,0.726510757717493,0.8560196855119433,0.27348924228250704,frontier
regime score threshold,0.34,0.1928157156220767,0.08976613657623948,0.726510757717493,0.8560196855119433,0.27348924228250704,frontier
regime score threshold,0.35000000000000003,0.1928157156220767,0.08976613657623948,0.726510757717493,0.8560196855119433,0.27348924228250704,frontier
regime score threshold,0.36,0.1928157156220767,0.08976613657623948,0.726510757717493,0.8560196855119433,0.27348924228250704,frontier
regime score threshold,0.37,0.1928157156220767,0.08976613657623948,0.726510757717493,0.8560196855119433,0.27348924228250704,frontier
regime score threshold,0.38,0.1928157156220767,0.08976613657623948,0.726510757717493,0.8560196855119433,0.27348924228250704,frontier
regime score threshold,0.39,0.1928157156220767,0.08976613657623948,0.726510757717493,0.8560196855119433,0.27348924228250704,frontier
regime score threshold,0.4,0.1928157156220767,0.08976613657623948,0.726510757717493,0.8560196855119433,0.27348924228250704,frontier
