threshold_axis,threshold,unsupported_reuse,overrestriction,direct_use_allowance,true_portable_allowance,review_burden,frontier_status
regime score threshold,0.41000000000000003,0.1928157156220767,0.08976613657623948,0.726510757717493,0.8560196855119433,0.27348924228250704,frontier
regime score threshold,0.42,0.1928157156220767,0.08976613657623948,0.726510757717493,0.8560196855119433,0.27348924228250704,frontier
regime score threshold,0.43,0.1928157156220767,0.08976613657623948,0.726510757717493,0.8560196855119433,0.27348924228250704,frontier
regime score threshold,0.44,0.1928157156220767,0.08976613657623948,0.726510757717493,0.8560196855119433,0.27348924228250704,frontier
regime score threshold,0.45,0.1928157156220767,0.08976613657623948,0.726510757717493,0.8560196855119433,0.27348924228250704,frontier
regime score threshold,0.46,0.1928157156220767,0.08976613657623948,0.726510757717493,0.8560196855119433,0.27348924228250704,frontier
regime score threshold,0.47000000000000003,0.1928157156220767,0.08976613657623948,0.726510757717493,0.8560196855119433,0.27348924228250704,frontier
regime score threshold,0.48,0.1928157156220767,0.08976613657623948,0.726510757717493,0.8560196855119433,0.27348924228250704,frontier
regime score threshold,0.49,0.1928157156220767,0.08976613657623948,0.726510757717493,0.8560196855119433,0.27348924228250704,frontier
regime score threshold,0.5,0.1928157156220767,0.08976613657623948,0.726510757717493,0.8560196855119433,0.27348924228250704,frontier
regime score threshold,0.51,0.1928157156220767,0.08976613657623948,0.726510757717493,0.8560196855119433,0.27348924228250704,frontier
regime score threshold,0.52,0.1928157156220767,0.08976613657623948,0.726510757717493,0.8560196855119433,0.27348924228250704,frontier
regime score threshold,0.53,0.1928157156220767,0.08976613657623948,0.726510757717493,0.8560196855119433,0.27348924228250704,frontier
regime score threshold,0.54,0.1928157156220767,0.08976613657623948,0.726510757717493,0.8560196855119433,0.27348924228250704,frontier
regime score threshold,0.55,0.1928157156220767,0.08976613657623948,0.726510757717493,0.8560196855119433,0.27348924228250704,frontier
regime score threshold,0.56,0.1928157156220767,0.08976613657623948,0.726510757717493,0.8560196855119433,0.27348924228250704,frontier
regime score threshold,0.5700000000000001,0.1928157156220767,0.08976613657623948,0.726510757717493,0.8560196855119433,0.27348924228250704,frontier
regime score threshold,0.58,0.1928157156220767,0.08976613657623948,0.726510757717493,0.8560196855119433,0.27348924228250704,frontier
regime score threshold,0.59,0.1928157156220767,0.08976613657623948,0.726510757717493,0.8560196855119433,0.27348924228250704,frontier
regime score threshold,0.6,0.1928157156220767,0.08976613657623948,0.726510757717493,0.8560196855119433,0.27348924228250704,frontier
regime score threshold,0.61,0.1928157156220767,0.08976613657623948,0.726510757717493,0.8560196855119433,0.27348924228250704,frontier
regime score threshold,0.62,0.1928157156220767,0.08976613657623948,0.726510757717493,0.8560196855119433,0.27348924228250704,frontier
regime score threshold,0.63,0.1928157156220767,0.08976613657623948,0.726510757717493,0.8560196855119433,0.27348924228250704,frontier
regime score threshold,0.64,0.1928157156220767,0.08976613657623948,0.726510757717493,0.8560196855119433,0.27348924228250704,frontier
regime score threshold,0.65,0.19390084190832554,0.08916744621141254,0.7281945743685687,0.8569799543872284,0.27180542563143123,frontier
regime score threshold,0.66,0.19390084190832554,0.08916744621141254,0.7281945743685687,0.8569799543872284,0.27180542563143123,frontier
regime score threshold,0.67,0.19390084190832554,0.08916744621141254,0.7281945743685687,0.8569799543872284,0.27180542563143123,frontier
regime score threshold,0.68,0.3761272217025257,0.0,0.9995884003741815,1.0,0.00041159962581852196,frontier
regime score threshold,0.6900000000000001,0.3761272217025257,0.0,0.9995884003741815,1.0,0.00041159962581852196,frontier
regime score threshold,0.7000000000000001,0.3761272217025257,0.0,0.9995884003741815,1.0,0.00041159962581852196,frontier
regime score threshold,0.71,0.3761272217025257,0.0,0.9995884003741815,1.0,0.00041159962581852196,frontier
regime score threshold,0.72,0.3761272217025257,0.0,0.9995884003741815,1.0,0.00041159962581852196,frontier
regime score threshold,0.73,0.3761272217025257,0.0,0.9995884003741815,1.0,0.00041159962581852196,frontier
regime score threshold,0.74,0.3761272217025257,0.0,0.9995884003741815,1.0,0.00041159962581852196,frontier
regime score threshold,0.75,0.3761272217025257,0.0,0.9995884003741815,1.0,0.00041159962581852196,frontier
regime score threshold,0.76,0.3761272217025257,0.0,0.9995884003741815,1.0,0.00041159962581852196,frontier
regime score threshold,0.77,0.3761272217025257,0.0,0.9995884003741815,1.0,0.00041159962581852196,frontier
regime score threshold,0.78,0.3761272217025257,0.0,0.9995884003741815,1.0,0.00041159962581852196,frontier
regime score threshold,0.79,0.3761272217025257,0.0,0.9995884003741815,1.0,0.00041159962581852196,frontier
regime score threshold,0.8,0.3761272217025257,0.0,0.9995884003741815,1.0,0.00041159962581852196,frontier
regime score threshold,0.81,0.3761272217025257,0.0,0.9995884003741815,1.0,0.00041159962581852196,frontier
regime score threshold,0.8200000000000001,0.3761272217025257,0.0,0.9995884003741815,1.0,0.00041159962581852196,frontier
regime score threshold,0.8300000000000001,0.3761272217025257,0.0,0.9995884003741815,1.0,0.00041159962581852196,frontier
regime score threshold,0.84,0.3761272217025257,0.0,0.9995884003741815,1.0,0.00041159962581852196,frontier
regime score threshold,0.85,0.3761272217025257,0.0,0.9995884003741815,1.0,0.00041159962581852196,frontier
regime score threshold,0.86,0.3761272217025257,0.0,0.9995884003741815,1.0,0.00041159962581852196,frontier
regime score threshold,0.87,0.3761272217025257,0.0,0.9995884003741815,1.0,0.00041159962581852196,frontier
regime score threshold,0.88,0.3761272217025257,0.0,0.9995884003741815,1.0,0.00041159962581852196,frontier
regime score threshold,0.89,0.3761272217025257,0.0,0.9995884003741815,1.0,0.00041159962581852196,frontier
regime score threshold,0.9,0.3761272217025257,0.0,0.9995884003741815,1.0,0.00041159962581852196,frontier
regime score threshold,0.91,0.3761272217025257,0.0,0.9995884003741815,1.0,0.00041159962581852196,frontier
regime score threshold,0.92,0.3761272217025257,0.0,0.9995884003741815,1.0,0.00041159962581852196,frontier
regime score threshold,0.93,0.3761272217025257,0.0,0.9995884003741815,1.0,0.00041159962581852196,frontier
regime score threshold,0.9400000000000001,0.3761272217025257,0.0,0.9995884003741815,1.0,0.00041159962581852196,frontier
regime score threshold,0.9500000000000001,0.3761272217025257,0.0,0.9995884003741815,1.0,0.00041159962581852196,frontier
regime score threshold,0.96,0.3761272217025257,0.0,0.9995884003741815,1.0,0.00041159962581852196,frontier
regime score threshold,0.97,0.3761272217025257,0.0,0.9995884003741815,1.0,0.00041159962581852196,frontier
regime score threshold,0.98,0.3761272217025257,0.0,0.9995884003741815,1.0,0.00041159962581852196,frontier
regime score threshold,0.99,0.3761272217025257,0.0,0.9995884003741815,1.0,0.00041159962581852196,frontier
regime score threshold,1.0,0.37653882132834426,0.0,1.0,1.0,0.0,frontier
allowed-risk threshold,0.0,0.0,0.6234611786716557,0.0,0.0,1.0,frontier
allowed-risk threshold,0.01,0.0,0.6234611786716557,0.0,0.0,1.0,frontier
allowed-risk threshold,0.02,0.0,0.6234611786716557,0.0,0.0,1.0,frontier
allowed-risk threshold,0.03,0.0,0.6234611786716557,0.0,0.0,1.0,frontier
allowed-risk threshold,0.04,0.0,0.6234611786716557,0.0,0.0,1.0,frontier
allowed-risk threshold,0.05,7.483629560336763e-05,0.6234611786716557,7.483629560336763e-05,0.0,0.9999251637043967,frontier
allowed-risk threshold,0.06,7.483629560336763e-05,0.6234611786716557,7.483629560336763e-05,0.0,0.9999251637043967,frontier
allowed-risk threshold,0.07,0.00018709073900841907,0.6226005612722171,0.0010477081384471468,0.0013803865082223023,0.9989522918615529,frontier
allowed-risk threshold,0.08,0.0002245088868101029,0.6216276894293733,0.00205799812909261,0.002940823430560557,0.9979420018709074,frontier
allowed-risk threshold,0.09,0.00033676333021515433,0.6208419083255379,0.0029560336763330215,0.004201176329372224,0.997043966323667,frontier
allowed-risk threshold,0.1,0.0007483629560336763,0.6186342376052385,0.005575304022450889,0.007742167806985956,0.9944246959775491,frontier
allowed-risk threshold,0.11,0.0015341440598690365,0.6140318054256314,0.010963517305893358,0.015124234785740008,0.9890364826941066,frontier
allowed-risk threshold,0.12,0.0015715622076707203,0.6135453695042096,0.011487371375116932,0.015904453246909134,0.9885126286248831,frontier
allowed-risk threshold,0.13,0.007558465855940131,0.577287184284378,0.05373246024321796,0.07406073700636179,0.946267539756782,frontier
allowed-risk threshold,0.14,0.01608980355472404,0.5185406922357343,0.12101028999064546,0.16828712039371024,0.8789897100093546,frontier
allowed-risk threshold,0.15,0.016987839101964452,0.5163704396632367,0.12407857811038353,0.17176809506661866,0.8759214218896164,frontier
allowed-risk threshold,0.16,0.01754911131898971,0.5144995322731525,0.12651075771749298,0.17476893530188453,0.873489242282507,frontier
allowed-risk threshold,0.17,0.02188961646398503,0.5003180542563143,0.14503274087932647,0.19751530428519987,0.8549672591206735,frontier
allowed-risk threshold,0.18,0.025369504209541628,0.48636108512628623,0.16246959775491113,0.21990157244028327,0.8375304022450889,frontier
allowed-risk threshold,0.19,0.03479887745556595,0.44864359214218896,0.20961646398503275,0.2803985115832433,0.7903835360149672,frontier
allowed-risk threshold,0.2,0.04333021515434986,0.40961646398503276,0.2571749298409729,0.3429960388908895,0.7428250701590271,frontier
allowed-risk threshold,0.21,0.04628624883068288,0.39913938260056125,0.27060804490177737,0.3598007442083783,0.7293919550982226,frontier
allowed-risk threshold,0.22,0.06944808231992516,0.3190271281571562,0.3738821328344247,0.4882967230824631,0.6261178671655753,frontier
allowed-risk threshold,0.23,0.07633302151543499,0.2926847521047708,0.4071094480823199,0.5305485535950066,0.59289055191768,frontier
allowed-risk threshold,0.24,0.08194574368568756,0.27405051449953227,0.43135640785781104,0.5604369223382547,0.568643592142189,frontier
allowed-risk threshold,0.25,0.08478952291861552,0.26709073900841906,0.4411599625818522,0.5716000480134438,0.5588400374181478,frontier
allowed-risk threshold,0.26,0.08733395696913003,0.25867165575304024,0.45212347988774554,0.5851038290721402,0.5478765201122544,frontier
allowed-risk threshold,0.27,0.08774555659494855,0.25751169317118805,0.4536950420954163,0.5869643500180051,0.5463049579045838,frontier
allowed-risk threshold,0.28,0.08894293732460243,0.25564078578110383,0.45676333021515436,0.5899651902532709,0.5432366697848456,frontier
allowed-risk threshold,0.29,0.09036482694106641,0.25305893358278764,0.4607670720299345,0.5941063497779379,0.5392329279700655,frontier
allowed-risk threshold,0.3,0.1005799812909261,0.22806361085126287,0.49597754911131897,0.6341975753210899,0.504022450888681,frontier
allowed-risk threshold,0.31,0.10765201122544434,0.2097287184284378,0.5213844714686623,0.6636058096266955,0.4786155285313377,frontier
allowed-risk threshold,0.32,0.10855004677268475,0.20710944808231993,0.5249017773620206,0.6678069859560677,0.4750982226379794,frontier
allowed-risk threshold,0.33,0.11202993451824135,0.2011225444340505,0.5343685687558466,0.6774096747089186,0.4656314312441534,frontier
allowed-risk threshold,0.34,0.12112254443405052,0.18248830682881198,0.5620954162768943,0.7072980434521666,0.4379045837231057,frontier
allowed-risk threshold,0.35000000000000003,0.12351730589335828,0.175977549111319,0.571000935453695,0.7177409674708919,0.42899906454630493,frontier
allowed-risk threshold,0.36,0.12366697848456501,0.17537885874649206,0.5717492984097288,0.7187012363461769,0.4282507015902713,frontier
allowed-risk threshold,0.37,0.1237043966323667,0.175266604303087,0.5718989710009355,0.7188812867602928,0.42810102899906455,frontier
allowed-risk threshold,0.38,0.12568755846585594,0.1725350795135641,0.5766136576239476,0.723262513503781,0.4233863423760524,frontier
allowed-risk threshold,0.39,0.1257623947614593,0.1725350795135641,0.576688493919551,0.723262513503781,0.42331150608044904,frontier
allowed-risk threshold,0.4,0.12875584658559402,0.16733395696913003,0.5848830682881198,0.7316048493578202,0.41511693171188024,frontier
allowed-risk threshold,0.41000000000000003,0.1303648269410664,0.1641534144059869,0.5896725912067353,0.7367062777577722,0.41032740879326474,frontier
allowed-risk threshold,0.42,0.1304022450888681,0.16389148737137513,0.5899719363891487,0.7371263953907093,0.41002806361085126,frontier
allowed-risk threshold,0.43,0.13253507951356408,0.1595135640785781,0.5964826941066417,0.7441483615412315,0.40351730589335827,frontier
allowed-risk threshold,0.44,0.16224508886810102,0.11992516370439663,0.6657811038353602,0.8076461409194574,0.33421889616463984,frontier
allowed-risk threshold,0.45,0.16774555659494855,0.11378858746492049,0.6774181478016839,0.8174888968911295,0.3225818521983162,frontier
allowed-risk threshold,0.46,0.18050514499532272,0.0975491113189897,0.7064172123479888,0.8435361901332373,0.29358278765201123,frontier
allowed-risk threshold,0.47000000000000003,0.18432179607109447,0.09126286248830683,0.7165201122544435,0.8536190133237307,0.2834798877455566,frontier
allowed-risk threshold,0.48,0.18525724976613658,0.09028999064546304,0.7184284377923292,0.8551794502460689,0.2815715622076707,frontier
allowed-risk threshold,0.49,0.186155285313377,0.08905519176800748,0.7205612722170253,0.8571600048013444,0.27943872778297474,frontier
allowed-risk threshold,0.5,0.18619270346117867,0.08886810102899906,0.7207857811038354,0.857460088824871,0.27921421889616466,frontier
allowed-risk threshold,0.51,0.18974742750233864,0.0855753040224509,0.7276333021515435,0.8627415676389389,0.2723666978484565,frontier
allowed-risk threshold,0.52,0.19913938260056127,0.07573433115060804,0.746866230121609,0.8785259872764374,0.25313376987839104,frontier
allowed-risk threshold,0.53,0.2099158091674462,0.06525724976613657,0.7681197380729654,0.8953306925939263,0.23188026192703462,frontier
allowed-risk threshold,0.54,0.2203928905519177,0.054967259120673524,0.7888868101029,0.9118353138878886,0.2111131898971001,frontier
allowed-risk threshold,0.55,0.22690364826941067,0.04939195509822264,0.8009728718428438,0.9207778177889809,0.19902712815715623,frontier
allowed-risk threshold,0.56,0.2295977549111319,0.04692235734331151,0.8061365762394761,0.9247389268995319,0.19386342376052385,frontier
allowed-risk threshold,0.5700000000000001,0.23068288119738073,0.04583723105706267,0.8083068288119738,0.9264794142359861,0.1916931711880262,frontier
allowed-risk threshold,0.58,0.2321421889616464,0.04377923292797006,0.8118241347053321,0.9297803384947786,0.18817586529466793,frontier
allowed-risk threshold,0.59,0.23296538821328344,0.043666978484565015,0.8127595884003742,0.9299603889088945,0.18724041159962582,frontier
allowed-risk threshold,0.6,0.23307764265668848,0.04362956033676333,0.8129092609915809,0.9300204057135998,0.18709073900841908,frontier
allowed-risk threshold,0.61,0.23479887745556596,0.04239476145930776,0.8158652946679139,0.9320009602688752,0.18413470533208606,frontier
allowed-risk threshold,0.62,0.23502338634237604,0.041945743685687556,0.8165388213283442,0.932721161925339,0.18346117867165576,frontier
allowed-risk threshold,0.63,0.23786716557530402,0.03910196445275959,0.8222263797942002,0.9372824390829432,0.17777362020579981,frontier
allowed-risk threshold,0.64,0.23970065481758654,0.03719363891487371,0.8259681945743685,0.9403432961229145,0.17403180542563143,frontier
allowed-risk threshold,0.65,0.24056127221702525,0.035771749298409726,0.8282507015902713,0.9426239347017165,0.17174929840972872,frontier
allowed-risk threshold,0.66,0.24101028999064547,0.035360149672591205,0.82911131898971,0.943284119553475,0.17088868101028998,frontier
allowed-risk threshold,0.67,0.2422825070159027,0.03483629560336763,0.8309073900841908,0.9441243548193494,0.16909260991580916,frontier
allowed-risk threshold,0.68,0.26765201122544435,0.0217399438727783,0.8693732460243218,0.9651302364662105,0.13062675397567822,frontier
allowed-risk threshold,0.6900000000000001,0.2794761459307764,0.017287184284377925,0.8856501403180542,0.9722722362261433,0.11434985968194575,frontier
allowed-risk threshold,0.7000000000000001,0.28018709073900844,0.017025257249766137,0.886623012160898,0.9726923538590806,0.11337698783910197,frontier
allowed-risk threshold,0.71,0.28471468662301214,0.015341440598690364,0.8928344246959775,0.9753931100708199,0.10716557530402245,frontier
allowed-risk threshold,0.72,0.2878578110383536,0.014256314312441534,0.8970626753975678,0.977133597407274,0.10293732460243218,frontier
allowed-risk threshold,0.73,0.29328344246959775,0.011786716557530403,0.9049579045837232,0.981094706517825,0.0950420954162769,frontier
allowed-risk threshold,0.74,0.2939943872778297,0.011599625818521983,0.9058559401309635,0.9813947905413516,0.09414405986903648,frontier
allowed-risk threshold,0.75,0.2964639850327409,0.010739008419083255,0.9091861552853133,0.9827751770495738,0.09081384471468662,frontier
allowed-risk threshold,0.76,0.30028063610851263,0.009616463985032742,0.9141253507951357,0.9845756811907334,0.08587464920486436,frontier
allowed-risk threshold,0.77,0.30877455565949485,0.0075210477081384475,0.9247146866230121,0.9879366222542312,0.07528531337698784,frontier
allowed-risk threshold,0.78,0.3113189897100094,0.006810102899906454,0.9279700654817586,0.9890769415436322,0.07202993451824134,frontier
allowed-risk threshold,0.79,0.3121421889616464,0.00666043030869972,0.9289429373246024,0.9893170087624535,0.07105706267539756,frontier
allowed-risk threshold,0.8,0.31775491113189896,0.005650140318054256,0.9355659494855004,0.9909374624894971,0.06443405051449953,frontier
allowed-risk threshold,0.81,0.31996258185219834,0.005163704396632367,0.9382600561272217,0.9917176809506661,0.0617399438727783,frontier
allowed-risk threshold,0.8200000000000001,0.3200374181478017,0.0051262862488306825,0.9383723105706268,0.9917776977553715,0.061627689429373245,frontier
allowed-risk threshold,0.8300000000000001,0.3228063610851263,0.005014031805425631,0.9412535079513564,0.9919577481694875,0.058746492048643593,frontier
allowed-risk threshold,0.84,0.3275584658559401,0.00490177736202058,0.9461178671655753,0.9921377985836034,0.053882132834424695,frontier
allowed-risk threshold,0.85,0.3368755846585594,0.004340505144995323,0.9559962581852198,0.9930380506541832,0.044003741814780166,frontier
allowed-risk threshold,0.86,0.3542376052385407,0.0021702525724976614,0.9755285313376988,0.9965190253270916,0.024471468662301217,frontier
allowed-risk threshold,0.87,0.36478952291861555,0.0015341440598690365,0.9867165575304022,0.9975393110070819,0.013283442469597754,frontier
allowed-risk threshold,0.88,0.367221702525725,0.001459307764265669,0.9892235734331151,0.9976593446164926,0.010776426566884939,frontier
allowed-risk threshold,0.89,0.3695042095416277,0.0013844714686623012,0.9915809167446211,0.9977793782259032,0.00841908325537886,frontier
allowed-risk threshold,0.9,0.3695042095416277,0.0013844714686623012,0.9915809167446211,0.9977793782259032,0.00841908325537886,frontier
allowed-risk threshold,0.91,0.3727595884003742,0.0007857811038353602,0.9954349859681946,0.9987396471011883,0.0045650140318054255,frontier
allowed-risk threshold,0.92,0.3741440598690365,0.00037418147801683815,0.9972310570626755,0.9993998319529468,0.0027689429373246024,frontier
allowed-risk threshold,0.93,0.3754536950420954,7.483629560336763e-05,0.9988400374181478,0.9998799663905894,0.0011599625818521982,frontier
allowed-risk threshold,0.9400000000000001,0.37601496725912065,3.7418147801683815e-05,0.9994387277829747,0.9999399831952946,0.0005612722170252573,frontier
allowed-risk threshold,0.9500000000000001,0.3763143124415341,3.7418147801683815e-05,0.9997380729653882,0.9999399831952946,0.0002619270346117867,frontier
allowed-risk threshold,0.96,0.37653882132834426,0.0,1.0,1.0,0.0,frontier
allowed-risk threshold,0.97,0.37653882132834426,0.0,1.0,1.0,0.0,frontier
allowed-risk threshold,0.98,0.37653882132834426,0.0,1.0,1.0,0.0,frontier
allowed-risk threshold,0.99,0.37653882132834426,0.0,1.0,1.0,0.0,frontier
allowed-risk threshold,1.0,0.37653882132834426,0.0,1.0,1.0,0.0,frontier
