analysis,endpoint,iterations,AUROC_mean,AUROC_CI95_low,AUROC_CI95_high,conclusion
downsample_hereditary_cancer_to_cardiomyopathy_N,condition_label_drift,100,0.7495306644537338,0.7458033471824638,0.7542680701302487,preserved
downsample_hereditary_cancer_and_cardiomyopathy_to_arrhythmia_N,condition_label_drift,100,0.7580453930938192,0.7483944180121807,0.7699083304647503,preserved
downsample_hereditary_cancer_to_cardiomyopathy_N,cross_environment_drift,100,0.7667648762139534,0.757187307218767,0.7773914688332081,preserved
downsample_hereditary_cancer_and_cardiomyopathy_to_arrhythmia_N,cross_environment_drift,100,0.8338163608601192,0.8130254841550807,0.8534189299196898,preserved
downsample_hereditary_cancer_to_cardiomyopathy_N,any_meaning_drift,100,0.7459845703180032,0.7404655948564738,0.750463189096128,preserved
downsample_hereditary_cancer_and_cardiomyopathy_to_arrhythmia_N,any_meaning_drift,100,0.7556902764515374,0.7424945192398792,0.7683560766347824,preserved
