domain,aligned_N,temporal_alignment_rate,classification_change_rate,condition_label_change_rate,cross_environment_drift_rate,within_environment_label_drift_rate,self_loop_stable_rate,any_meaning_drift_rate,baseline_regime_only_AUROC_condition_label_change,gene_only_AUROC_condition_label_change,gene_plus_regime_AUROC_condition_label_change,metadata_only_AUROC_condition_label_change,baseline_regime_only_AUROC_cross_environment,gene_only_AUROC_cross_environment,gene_plus_regime_AUROC_cross_environment,cross_environment_enrichment_OR_baseline_collision,cross_environment_enrichment_OR_baseline_structural,ClinGen_VCEP_CSpec_status
cardiomyopathy_v2_baseline_only,4918,not_recomputed_from_total_target_gene_universe,0.0,0.3865,0.0986,0.2879,0.9014,0.4036,0.7024,0.6556,0.7277,0.612,0.7713,0.5743,0.8339,0.1870364302523011,0.09079740012682308,gene-level scope only; VCEP coverage rate=0.2308
