domain_group,N,endpoint_rate,direct_use_threshold_frontier_AUC_unsupported_vs_overrestriction,unsupported_reuse_at_direct_allowance_10pct,overrestriction_at_direct_allowance_10pct,unsupported_reuse_at_direct_allowance_20pct,overrestriction_at_direct_allowance_20pct,unsupported_reuse_at_direct_allowance_30pct,overrestriction_at_direct_allowance_30pct,unsupported_reuse_at_direct_allowance_40pct,overrestriction_at_direct_allowance_40pct,CAB-Strict actual mode_unsupported_reuse,CAB-Strict actual mode_overrestriction,CAB-Strict actual mode_direct_use_allowance,CAB-Balanced actual mode_unsupported_reuse,CAB-Balanced actual mode_overrestriction,CAB-Balanced actual mode_direct_use_allowance
hereditary_cancer,20865,0.3643421998562186,0.06755310533309283,0.018547807332854063,0.5511622334052241,0.0398274622573688,0.45391804457225016,0.06685837526959022,0.38217109992810927,0.08564581835609873,0.33855739276300023,0.013850946561226936,0.6053678408818596,0.044140905823148814,0.08531032830098251,0.41912293314162474,0.30184519530313925
cardiomyopathy_plus_inherited_arrhythmia,5860,0.41996587030716725,0.0726654649442626,0.02167235494880546,0.49965870307167237,0.04726962457337884,0.4351535836177474,0.07150170648464164,0.2933447098976109,0.1022184300341297,0.2692832764505119,0.08703071672354949,0.4552901023890785,0.21177474402730376,0.05648464163822525,0.4656996587030717,0.17081911262798635
cardiomyopathy,4918,0.3865392435949573,0.08389575620079842,0.01911346075640504,0.5408702724684831,0.05246034973566491,0.4821065473769825,0.0805205368035787,0.3149654331028873,0.08438389589263928,0.2970719804798699,0.03924359495729972,0.5298901992679951,0.12281415209434729,0.03924359495729972,0.5298901992679951,0.12281415209434729
inherited_arrhythmia,942,0.5944798301486199,0.024458959344755928,0.006369426751592357,0.3492569002123142,0.012738853503184714,0.20063694267515925,0.058386411889596604,0.1592356687898089,0.09341825902335456,0.10615711252653928,0.3365180467091295,0.06581740976645435,0.6762208067940552,0.1464968152866242,0.1305732484076433,0.42144373673036095
